"customer_id","churn_label","churn_reason"
"8417-FMLZI",True,"Product dissatisfaction"
"1792-UXAFY",True,"Service dissatisfaction"
"0515-YPMCW",True,"Lack of self-service on Website"
"0378-XSZPU",True,"Network reliability"
"4729-XKASR",True,"Limited range of services"
"5449-FIBXJ",True,"Lack of affordable download/upload speed"
"9837-BMCLM",True,"Long distance charges"
"0137-UDEUO",True,"Extra data charges"
"6161-UUUTA",True,"Price too high"
"6543-XRMYR",True,"Product dissatisfaction"
"4925-LMHOK",True,"Service dissatisfaction"
"1455-UGQVH",True,"Lack of self-service on Website"
"8280-MQRQN",True,"Network reliability"
"2037-SGXHH",True,"Don't know"
"3178-FESZO",True,"Don't know"
"6087-MVHJH",True,"Don't know"
"4603-JANFB",True,"Poor expertise of online support"
"3018-TFTSU",True,"Poor expertise of phone support"
"4806-KEXQR",True,"Competitor had better devices"
"7083-YNSKY",True,"Competitor offered higher download speeds"
"2479-BRAMR",True,"Competitor offered more data"
"7434-SHXLS",True,"Competitor made better offer"
"7908-QCBCA",True,"Competitor had better devices"
"6686-YPGHK",True,"Moved"
"6711-FLDFB",True,"Competitor had better devices"
"3714-JTVOV",True,"Competitor offered higher download speeds"
"4702-IOQDC",True,"Competitor offered higher download speeds"
"6178-KFNHS",True,"Competitor offered higher download speeds"
"1264-BYWMS",True,"Competitor offered more data"
"9658-WYUFB",True,"Competitor offered more data"
"2013-SGDXK",True,"Competitor offered more data"
"8580-QVLOC",True,"Competitor made better offer"
"2012-NWRPA",True,"Competitor made better offer"
"8808-ELEHO",True,"Price too high"
"3506-LCJDC",True,"Product dissatisfaction"
"3934-HXCFZ",True,"Service dissatisfaction"
"7666-WKRON",True,"Lack of self-service on Website"
"4910-AQFFX",True,"Network reliability"
"2154-KVJFF",True,"Limited range of services"
"9647-ERGBE",True,"Lack of affordable download/upload speed"
"3428-XZMAZ",True,"Long distance charges"
"0378-TOVMS",True,"Extra data charges"
"4355-HBJHH",True,"Price too high"
"9058-CBREO",True,"Product dissatisfaction"
"0318-QUUOB",True,"Service dissatisfaction"
"5520-FVEWJ",True,"Lack of self-service on Website"
"5572-ZDXHY",True,"Network reliability"
"3750-CKVKH",True,"Don't know"
"8063-GBATB",True,"Competitor had better devices"
"4547-KQRTM",True,"Competitor offered higher download speeds"
"4877-EVATK",True,"Competitor offered more data"
"7639-SUPCW",True,"Competitor made better offer"
"1069-XAIEM",True,"Competitor had better devices"
"4658-HCOHW",True,"Competitor had better devices"
"3440-JPSCL",True,"Competitor offered higher download speeds"
"2889-FPWRM",True,"Competitor offered higher download speeds"
"6987-XQSJT",True,"Competitor offered higher download speeds"
"4290-BSXUX",True,"Competitor offered more data"
"0325-XBFAC",True,"Competitor offered more data"
"2462-XIIJB",True,"Competitor offered more data"
"4760-XOHVN",True,"Competitor made better offer"
"7817-BOQPW",True,"Competitor made better offer"
"1853-UDXBW",True,"Price too high"
"5458-CQJTA",True,"Product dissatisfaction"
"5219-YIPTK",True,"Service dissatisfaction"
"3540-RZJYU",True,"Lack of self-service on Website"
"2091-MJTFX",True,"Network reliability"
"0883-EIBTI",True,"Limited range of services"
"0722-TROQR",True,"Lack of affordable download/upload speed"
"7571-YXDAD",True,"Long distance charges"
"3393-FMZPV",True,"Extra data charges"
"6402-ZFPPI",True,"Price too high"
"7486-KSRVI",True,"Product dissatisfaction"
"8443-WVPSS",True,"Service dissatisfaction"
"3006-XIMLN",True,"Lack of self-service on Website"
"9965-YOKZB",True,"Network reliability"
"0504-HHAPI",True,"Don't know"
"6305-YLBMM",True,"Attitude of service provider"
"3647-GMGDH",True,"Attitude of support person"
"3791-LGQCY",True,"Attitude of support person"
"8166-ZZTFS",True,"Attitude of support person"
"2956-GGUCQ",True,"Attitude of service provider"
"6595-COKXZ",True,"Attitude of service provider"
"0362-ZBZWJ",True,"Attitude of service provider"
"4211-MMAZN",True,"Attitude of support person"
"4274-OWWYO",True,"Deceased"
"1541-ETJZO",True,"Moved"
"4106-HADHQ",True,"Moved"
"2369-UAPKZ",True,"Moved"
"2778-OCLGR",True,"Competitor had better devices"
"0637-KVDLV",True,"Don't know"
"6633-MPWBS",True,"Competitor offered more data"
"8785-EPNCG",True,"Competitor made better offer"
"5729-KLZAR",True,"Competitor had better devices"
"1582-RAFML",True,"Competitor had better devices"
"8740-CRYFY",True,"Competitor offered higher download speeds"
"2962-XPMCQ",True,"Competitor offered higher download speeds"
"1678-FYZOW",True,"Competitor offered higher download speeds"
"8627-EHGIP",True,"Competitor offered more data"
"5480-TBGPH",True,"Competitor offered more data"
"8854-CCVSQ",True,"Competitor offered more data"
"0511-JTEOY",True,"Competitor made better offer"
"7067-KSAZT",True,"Competitor made better offer"
"6532-YLWSI",True,"Price too high"
"9300-AGZNL",True,"Product dissatisfaction"
"1112-CUNAO",True,"Service dissatisfaction"
"5175-AOBHI",True,"Lack of self-service on Website"
"5174-RNGBH",True,"Network reliability"
"7270-BDIOA",True,"Limited range of services"
"9565-JSNFM",True,"Lack of affordable download/upload speed"
"0607-DAAHE",True,"Long distance charges"
"9732-KPKBW",True,"Extra data charges"
"3389-YGYAI",True,"Price too high"
"9560-ARGQJ",True,"Product dissatisfaction"
"5134-IKDAY",True,"Service dissatisfaction"
"3070-DVEYC",True,"Lack of self-service on Website"
"5707-ORNDZ",True,"Network reliability"
"8696-JKZNU",True,"Don't know"
"5380-AFSSK",True,"Don't know"
"2055-PDADH",True,"Don't know"
"8714-EUHJO",True,"Poor expertise of online support"
"3721-CNEYS",True,"Poor expertise of phone support"
"2568-OIADY",True,"Competitor had better devices"
"1193-RTSLK",True,"Competitor offered higher download speeds"
"2302-ANTDP",True,"Competitor offered more data"
"5923-GXUOC",True,"Competitor made better offer"
"5233-GEEAX",True,"Competitor had better devices"
"4432-ADRLB",True,"Competitor had better devices"
"8993-PHFWD",True,"Competitor offered higher download speeds"
"1565-RHDJD",True,"Competitor offered higher download speeds"
"7137-RYLPP",True,"Competitor offered higher download speeds"
"3765-JXVKY",True,"Competitor offered more data"
"7330-WZLNC",True,"Competitor offered more data"
"3957-LXOLK",True,"Competitor offered more data"
"6635-MYYYZ",True,"Competitor made better offer"
"5281-BUZGT",True,"Competitor made better offer"
"5378-IKEEG",True,"Price too high"
"2718-GAXQD",True,"Product dissatisfaction"
"6413-XKKPU",True,"Service dissatisfaction"
"1449-XQEMT",True,"Lack of self-service on Website"
"2626-URJFX",True,"Network reliability"
"2612-RRIDN",True,"Limited range of services"
"4735-ASGMA",True,"Lack of affordable download/upload speed"
"3669-LVWZB",True,"Long distance charges"
"6892-EZDTG",True,"Extra data charges"
"9725-SCPZG",True,"Price too high"
"5884-GCYMI",True,"Product dissatisfaction"
"3217-FZDMN",True,"Service dissatisfaction"
"7853-GVUDZ",True,"Lack of self-service on Website"
"7480-QNVZJ",True,"Network reliability"
"3943-KDREE",True,"Don't know"
"9239-ZBZZV",True,"Competitor had better devices"
"4398-HSCJH",True,"Competitor offered higher download speeds"
"4430-UZIPO",True,"Competitor offered more data"
"4855-SNKMY",True,"Competitor made better offer"
"8008-HAWED",True,"Competitor had better devices"
"7124-UGSUR",True,"Competitor had better devices"
"1862-SKORY",True,"Competitor offered higher download speeds"
"1502-XFCVR",True,"Competitor offered higher download speeds"
"9692-TUSXH",True,"Competitor offered higher download speeds"
"7912-SYRQT",True,"Competitor offered more data"
"4816-JBHOV",True,"Competitor offered more data"
"8292-TYSPY",True,"Competitor offered more data"
"7623-TRNQN",True,"Extra data charges"
"1867-BDVFH",True,"Competitor made better offer"
"2359-QWQUL",True,"Competitor made better offer"
"9103-TCIHJ",True,"Price too high"
"4140-WJAWW",True,"Product dissatisfaction"
"6653-CBBOM",True,"Service dissatisfaction"
"3247-ZVOUO",True,"Lack of self-service on Website"
"6101-IMRMM",True,"Network reliability"
"1268-ASBGA",True,"Limited range of services"
"8943-URTMR",True,"Lack of affordable download/upload speed"
"4713-LZDRV",True,"Long distance charges"
"4325-NFSKC",True,"Extra data charges"
"2955-PSXOE",True,"Price too high"
"7762-URZQH",True,"Product dissatisfaction"
"6907-NZZIJ",True,"Service dissatisfaction"
"2911-UREFD",True,"Lack of self-service on Website"
"3744-ZRRDZ",True,"Network reliability"
"5673-TIYIB",True,"Don't know"
"1602-IJQQE",True,"Attitude of service provider"
"4628-WQCQQ",True,"Attitude of support person"
"1644-IRKSF",True,"Attitude of support person"
"3705-PSNGL",True,"Attitude of support person"
"6502-HCJTI",True,"Attitude of service provider"
"2606-RMDHZ",True,"Attitude of service provider"
"8258-GSTJK",True,"Attitude of service provider"
"6861-OKBCE",True,"Attitude of support person"
"9940-RHLFB",True,"Competitor made better offer"
"2995-UPRYS",True,"Moved"
"1383-EZRWL",True,"Moved"
"4759-TRPLW",True,"Competitor had better devices"
"8563-IIOXK",True,"Competitor offered higher download speeds"
"8020-BWHYL",True,"Competitor offered more data"
"2982-VPSGI",True,"Competitor made better offer"
"8199-ZLLSA",True,"Competitor had better devices"
"4625-EWPTF",True,"Competitor had better devices"
"5980-NOPLP",True,"Competitor offered higher download speeds"
"6892-XPFPU",True,"Competitor offered higher download speeds"
"8010-EZLOU",True,"Competitor offered higher download speeds"
"9874-QLCLH",True,"Competitor offered more data"
"8062-YBDOE",True,"Don't know"
"6000-APYLU",True,"Competitor offered more data"
"0947-IDHRQ",True,"Competitor made better offer"
"3672-YITQD",True,"Competitor made better offer"
"9048-JVYVF",True,"Price too high"
"8988-ECPJR",True,"Product dissatisfaction"
"3776-EKTKM",True,"Service dissatisfaction"
"1902-XBTFB",True,"Lack of self-service on Website"
"0643-OKLRP",True,"Network reliability"
"9381-NDKME",True,"Limited range of services"
"2794-XIMMO",True,"Lack of affordable download/upload speed"
"8382-SHQEH",True,"Long distance charges"
"2983-ZANRP",True,"Extra data charges"
"7845-URHJN",True,"Price too high"
"3034-ZBEQN",True,"Product dissatisfaction"
"8327-LZKAS",True,"Service dissatisfaction"
"3714-NTNFO",False,NULL
"1075-BGWOH",True,"Lack of self-service on Website"
"0302-JOIVN",True,"Network reliability"
"5366-IJEQJ",True,"Don't know"
"1981-INRFU",True,"Don't know"
"4971-PUYQO",True,"Don't know"
"8485-GJCDN",True,"Poor expertise of online support"
"1527-SXDPN",True,"Poor expertise of phone support"
"6029-WTIPC",True,"Competitor had better devices"
"8634-CILSZ",True,"Competitor offered higher download speeds"
"6682-QJDGB",True,"Competitor offered more data"
"8780-IXSTS",True,"Competitor made better offer"
"9530-EHPOH",True,"Competitor had better devices"
"0345-HKJVM",True,"Don't know"
"3049-SOLAY",True,"Competitor offered higher download speeds"
"3317-HRTNN",True,"Competitor offered higher download speeds"
"3235-ETOOB",True,"Competitor offered higher download speeds"
"8058-INTPH",True,"Competitor offered more data"
"5569-OUICF",True,"Competitor offered more data"
"8821-XNHVZ",True,"Competitor offered more data"
"2082-OJVTK",True,"Competitor made better offer"
"5940-NFXKV",True,"Competitor made better offer"
"8053-WWDRO",True,"Price too high"
"9564-KCLHR",True,"Product dissatisfaction"
"2082-CEFLT",True,"Service dissatisfaction"
"1213-NGCUN",True,"Lack of self-service on Website"
"5688-KZTSN",True,"Network reliability"
"2894-QOJRX",True,"Limited range of services"
"5747-PMBSQ",True,"Lack of affordable download/upload speed"
"3143-JQEGI",True,"Long distance charges"
"6386-SZZKH",True,"Extra data charges"
"2982-IHMFT",True,"Price too high"
"3521-SYVOR",True,"Product dissatisfaction"
"9526-JAWYF",True,"Service dissatisfaction"
"5649-VUKMC",True,"Lack of self-service on Website"
"5143-EGQFK",True,"Network reliability"
"4919-IKATY",True,"Don't know"
"9050-QLROH",True,"Competitor had better devices"
"6168-WFVVF",True,"Competitor offered higher download speeds"
"0877-SDMBN",True,"Competitor offered more data"
"8065-YKXKD",True,"Competitor made better offer"
"9637-EIHEQ",True,"Don't know"
"9689-PTNPG",True,"Competitor had better devices"
"9465-RWMXL",True,"Competitor offered higher download speeds"
"2362-IBOOY",True,"Competitor offered higher download speeds"
"0843-WTBXE",True,"Competitor offered higher download speeds"
"5515-IDEJJ",True,"Competitor offered more data"
"7450-NWRTR",True,"Competitor offered more data"
"5376-DEQCP",True,"Competitor offered more data"
"9095-HFAFX",True,"Competitor made better offer"
"2379-ENZGV",True,"Competitor made better offer"
"6005-OBZPH",True,"Price too high"
"7932-WPTDS",True,"Product dissatisfaction"
"2722-VOJQL",True,"Service dissatisfaction"
"5228-EXCET",True,"Lack of self-service on Website"
"7394-FKDNK",True,"Network reliability"
"6331-LWDTQ",True,"Limited range of services"
"1597-FZREH",True,"Lack of affordable download/upload speed"
"7000-WCEVQ",True,"Long distance charges"
"0727-IWKVK",True,"Extra data charges"
"5959-BELXA",True,"Price too high"
"3512-IZIKN",True,"Product dissatisfaction"
"6141-OOXUQ",True,"Service dissatisfaction"
"7503-ZGUZJ",True,"Lack of self-service on Website"
"2506-TNFCO",True,"Network reliability"
"8718-PTMEZ",True,"Don't know"
"2207-OBZNX",True,"Attitude of service provider"
"6142-VSJQO",True,"Attitude of support person"
"6437-UKHMV",True,"Attitude of support person"
"1114-CENIM",True,"Don't know"
"6060-DRTNL",True,"Attitude of service provider"
"8473-VUVJN",True,"Attitude of service provider"
"6289-CPNLD",True,"Attitude of service provider"
"5536-SLHPM",True,"Attitude of support person"
"0196-VULGZ",True,"Deceased"
"8837-VVWLQ",True,"Moved"
"2696-NARTR",True,"Moved"
"7614-QVWQL",True,"Moved"
"1976-CFOCS",True,"Competitor had better devices"
"4631-OACRM",True,"Competitor offered higher download speeds"
"3755-JBMNH",True,"Competitor offered more data"
"6345-ULYRW",True,"Competitor made better offer"
"1809-DMJHQ",True,"Competitor had better devices"
"6923-EFPNL",True,"Competitor had better devices"
"9574-RKJIF",True,"Competitor offered higher download speeds"
"2619-WFQWU",True,"Competitor offered higher download speeds"
"0778-NELLA",True,"Competitor offered higher download speeds"
"4614-NUVZD",True,"Competitor offered more data"
"3803-KMQFW",True,"Competitor offered more data"
"6804-GDMOI",True,"Competitor offered more data"
"9572-MTILT",True,"Competitor made better offer"
"9611-CTWIH",True,"Competitor made better offer"
"0329-GTIAJ",True,"Price too high"
"6629-CZTTH",True,"Product dissatisfaction"
"5364-EVNIB",True,"Service dissatisfaction"
"5087-SUURX",True,"Lack of self-service on Website"
"0013-EXCHZ",True,"Network reliability"
"5550-VFRLC",True,"Limited range of services"
"4929-BSTRX",True,"Lack of affordable download/upload speed"
"2225-ZRGSG",True,"Long distance charges"
"5271-YNWVR",True,"Extra data charges"
"2657-ALMWY",True,"Price too high"
"6330-JKLPC",True,"Product dissatisfaction"
"4667-OHGKG",True,"Service dissatisfaction"
"1660-HSOOQ",True,"Lack of self-service on Website"
"7253-UVNDW",True,"Network reliability"
"7228-OMTPN",True,"Don't know"
"6284-AHOOQ",True,"Don't know"
"2344-JMOGN",True,"Don't know"
"3799-ISUZQ",True,"Poor expertise of online support"
"1794-HBQTJ",True,"Poor expertise of phone support"
"2460-FPSYH",True,"Attitude of support person"
"4818-DRBQT",True,"Attitude of support person"
"1320-HTRDR",True,"Attitude of service provider"
"1493-AMTIE",True,"Attitude of service provider"
"6424-ELEYH",True,"Attitude of service provider"
"4391-RESHN",True,"Attitude of support person"
"6821-BUXUX",True,"Attitude of support person"
"5028-HTLJB",True,"Attitude of support person"
"9801-GDWGV",True,"Attitude of service provider"
"2320-JRSDE",True,"Attitude of service provider"
"0601-WZHJF",True,"Attitude of service provider"
"5143-WMWOG",True,"Attitude of support person"
"5393-RXQSZ",True,"Attitude of support person"
"0231-LXVAP",True,"Attitude of support person"
"9444-JTXHZ",True,"Don't know"
"5510-BOIUJ",True,"Attitude of service provider"
"4471-KXAUH",True,"Attitude of service provider"
"7638-QVMVY",True,"Attitude of support person"
"3244-DCJWY",True,"Attitude of support person"
"0875-CABNR",True,"Attitude of support person"
"7812-FZHPE",True,"Attitude of service provider"
"4797-AXPXK",True,"Attitude of service provider"
"5229-PRWKT",True,"Attitude of service provider"
"6982-UQZLY",True,"Attitude of support person"
"5057-LCOUI",True,"Attitude of support person"
"0193-ESZXP",True,"Attitude of support person"
"4369-HTUIF",True,"Attitude of service provider"
"0156-FVPTA",True,"Attitude of service provider"
"1984-FCOWB",True,"Attitude of service provider"
"0654-HMSHN",True,"Attitude of support person"
"5287-QWLKY",True,"Attitude of support person"
"5196-SGOAK",True,"Attitude of support person"
"1891-UAWWU",True,"Attitude of service provider"
"6108-OQZDQ",True,"Attitude of service provider"
"0363-QJVFX",True,"Attitude of service provider"
"9840-DVNDC",True,"Attitude of support person"
"3096-JRDSO",True,"Attitude of support person"
"8042-JVNFH",True,"Attitude of support person"
"3374-LXDEV",True,"Attitude of service provider"
"5049-GLYVG",True,"Attitude of service provider"
"5883-GTGVD",True,"Attitude of service provider"
"4817-QRJSX",True,"Attitude of support person"
"2398-YPMUR",True,"Don't know"
"9985-MWVIX",True,"Attitude of support person"
"1265-XTECC",True,"Attitude of service provider"
"2237-ZFSMY",True,"Attitude of service provider"
"4871-JTKJF",True,"Attitude of service provider"
"1415-YFWLT",True,"Attitude of support person"
"6711-VTNRE",True,"Attitude of support person"
"3500-RMZLT",True,"Attitude of support person"
"4548-SDBKE",True,"Attitude of service provider"
"8066-POXGX",True,"Attitude of service provider"
"4143-OOBWZ",True,"Attitude of service provider"
"7854-EKTJL",True,"Attitude of support person"
"9102-IAYHT",True,"Attitude of support person"
"3422-LYEPQ",True,"Attitude of support person"
"2642-DTVCO",True,"Attitude of service provider"
"4361-JEIVL",True,"Attitude of service provider"
"1363-TXLSL",True,"Attitude of service provider"
"9507-EXLTT",True,"Attitude of support person"
"9846-GKXAS",True,"Attitude of support person"
"6017-PPLPX",True,"Attitude of support person"
"7136-RVDTZ",True,"Attitude of service provider"
"4581-SSPWD",True,"Attitude of service provider"
"6927-WTFIV",True,"Attitude of service provider"
"3398-ZOUAA",True,"Attitude of support person"
"0378-NHQXU",True,"Deceased"
"4512-ZUIYL",True,"Moved"
"7969-AULMZ",True,"Moved"
"0568-ONFPC",True,"Moved"
"0733-VUNUW",True,"Competitor had better devices"
"4550-EVXNY",True,"Competitor offered higher download speeds"
"2968-SSGAA",True,"Competitor offered more data"
"4844-JJWUY",True,"Competitor made better offer"
"6777-TGHTM",True,"Competitor had better devices"
"3538-WZPHD",True,"Competitor had better devices"
"4785-QRJHC",True,"Competitor offered higher download speeds"
"8610-WFCJF",True,"Competitor offered higher download speeds"
"4905-JEFDW",True,"Competitor offered higher download speeds"
"7881-INRLC",True,"Competitor offered more data"
"0117-LFRMW",True,"Competitor offered more data"
"6172-FECYY",True,"Competitor offered more data"
"1965-AKTSX",True,"Competitor made better offer"
"4786-UKSNZ",True,"Competitor made better offer"
"7248-VZQLC",True,"Price too high"
"0011-IGKFF",True,"Product dissatisfaction"
"4192-GORJT",True,"Service dissatisfaction"
"6496-SLWHQ",True,"Lack of self-service on Website"
"9912-GVSEQ",True,"Network reliability"
"5383-MMTWC",True,"Limited range of services"
"7240-ETPTR",True,"Lack of affordable download/upload speed"
"2202-CUYXZ",True,"Long distance charges"
"5995-OIGLP",True,"Extra data charges"
"6261-RCVNS",True,"Price too high"
"7951-QKZPL",True,"Product dissatisfaction"
"3640-PHQXK",True,"Service dissatisfaction"
"6877-LGWXO",True,"Lack of self-service on Website"
"8019-ENHXU",True,"Network reliability"
"5167-GBFRE",True,"Don't know"
"9033-EOXWV",True,"Don't know"
"1324-NLTJE",True,"Don't know"
"1522-VVDMG",True,"Poor expertise of online support"
"9185-TQCVP",True,"Poor expertise of phone support"
"5567-WSELE",True,"Competitor had better devices"
"8063-RJYNF",True,"Competitor offered higher download speeds"
"0687-ZVTHB",True,"Competitor offered more data"
"9661-ACXBS",True,"Competitor made better offer"
"3727-RJMEO",True,"Competitor had better devices"
"6646-VRFOL",True,"Competitor had better devices"
"5685-IIXLY",True,"Competitor offered higher download speeds"
"4250-ZBWLV",True,"Competitor offered higher download speeds"
"5095-AESKG",True,"Competitor offered higher download speeds"
"1871-MOWRM",True,"Competitor offered more data"
"2027-OAQQC",True,"Competitor offered more data"
"9090-SGQXL",True,"Competitor offered more data"
"6595-YGXIT",True,"Competitor made better offer"
"9835-ZIITK",True,"Competitor made better offer"
"1555-DJEQW",True,"Price too high"
"5649-TJHOV",True,"Product dissatisfaction"
"0519-XUZJU",True,"Service dissatisfaction"
"6338-AVWCY",True,"Lack of self-service on Website"
"9253-QXKBE",True,"Network reliability"
"9445-SZLCH",True,"Limited range of services"
"7568-PODML",True,"Lack of affordable download/upload speed"
"5349-IECLD",True,"Long distance charges"
"3945-GFWQL",True,"Extra data charges"
"3797-VTIDR",True,"Price too high"
"9526-BIHHD",True,"Product dissatisfaction"
"4523-WXCEF",True,"Service dissatisfaction"
"8364-TRMMK",True,"Lack of self-service on Website"
"3063-QFSZL",True,"Network reliability"
"8775-LHDJH",True,"Don't know"
"3097-NQYSN",True,"Competitor had better devices"
"3565-UNOCC",True,"Competitor offered higher download speeds"
"9249-FXSCK",True,"Competitor offered more data"
"5493-SDRDQ",True,"Competitor made better offer"
"0871-URUWO",True,"Competitor had better devices"
"9190-MFJLN",True,"Competitor had better devices"
"1095-JUDTC",True,"Competitor offered higher download speeds"
"0870-VEMYL",True,"Competitor offered higher download speeds"
"5385-SUIRI",True,"Competitor offered higher download speeds"
"3982-XWFZQ",True,"Competitor offered more data"
"4009-ALQFH",True,"Competitor offered more data"
"3627-FCRDW",True,"Competitor offered more data"
"7562-GSUHK",True,"Competitor made better offer"
"4903-UYAVB",True,"Competitor made better offer"
"6776-TLWOI",True,"Price too high"
"4077-CROMM",True,"Product dissatisfaction"
"2868-MZAGQ",True,"Service dissatisfaction"
"4847-QNOKA",True,"Lack of self-service on Website"
"6379-RXJRQ",True,"Network reliability"
"8650-RHRKE",True,"Limited range of services"
"0475-RIJEP",True,"Lack of affordable download/upload speed"
"1260-TTRXI",True,"Long distance charges"
"6328-ZPBGN",True,"Extra data charges"
"4789-KWMXN",True,"Price too high"
"2867-UIMSS",True,"Product dissatisfaction"
"8111-RKSPX",True,"Service dissatisfaction"
"1585-MQSSU",True,"Lack of self-service on Website"
"2856-NNASM",True,"Network reliability"
"8559-CIZFV",True,"Don't know"
"7547-EKNFS",True,"Attitude of service provider"
"6769-DYBQN",True,"Attitude of support person"
"4439-JMPMT",True,"Attitude of support person"
"2446-BEGGB",True,"Attitude of support person"
"1496-GGSUK",True,"Attitude of service provider"
"2575-GFSOE",True,"Attitude of service provider"
"2842-JTCCU",True,"Attitude of service provider"
"3296-SILRA",True,"Attitude of support person"
"9681-OXGVC",True,"Competitor made better offer"
"5180-UCIIQ",True,"Moved"
"7153-OANIO",True,"Moved"
"6521-YYTYI",True,"Moved"
"8878-HMWBV",True,"Competitor had better devices"
"3751-KTZEL",True,"Competitor offered higher download speeds"
"1977-STDKI",True,"Competitor offered more data"
"5813-UECBU",True,"Competitor made better offer"
"0328-GRPMV",True,"Competitor had better devices"
"4342-HENTK",True,"Competitor had better devices"
"4195-SMMNX",True,"Competitor offered higher download speeds"
"6956-SMUCM",True,"Competitor offered higher download speeds"
"3223-WZWJM",True,"Competitor offered higher download speeds"
"9053-JZFKV",True,"Don't know"
"2530-ENDWQ",True,"Competitor offered more data"
"6615-ZGEDR",True,"Competitor offered more data"
"9250-WYPLL",True,"Competitor made better offer"
"2754-XBHTB",True,"Competitor made better offer"
"1597-LHYNC",True,"Price too high"
"7055-VKGDA",True,"Product dissatisfaction"
"0754-UKWQP",True,"Service dissatisfaction"
"7493-TPUWZ",True,"Lack of self-service on Website"
"1577-HKTFG",True,"Network reliability"
"8752-STIVR",True,"Limited range of services"
"4558-FANTW",True,"Lack of affordable download/upload speed"
"8651-ENBZX",True,"Long distance charges"
"9330-IJWIO",True,"Price too high"
"9286-DOJGF",True,"Product dissatisfaction"
"9661-MHUMO",True,"Service dissatisfaction"
"1842-EZJMK",True,"Lack of self-service on Website"
"8079-XRJRS",True,"Network reliability"
"8073-IJDCM",True,"Don't know"
"8884-ADFVN",True,"Don't know"
"2720-WGKHP",True,"Don't know"
"2869-ADAWR",True,"Poor expertise of online support"
"9894-EZEWG",True,"Poor expertise of phone support"
"7851-FLGGQ",True,"Competitor had better devices"
"0637-UBJRP",True,"Competitor offered higher download speeds"
"0940-OUQEC",True,"Competitor offered more data"
"0702-PGIBZ",True,"Competitor made better offer"
"1963-VAUKV",True,"Don't know"
"3058-HJCUY",True,"Competitor had better devices"
"3259-FDWOY",True,"Competitor offered higher download speeds"
"0807-ZABDG",True,"Competitor offered higher download speeds"
"5748-RNCJT",True,"Competitor offered higher download speeds"
"7739-LAXOG",True,"Competitor offered more data"
"9776-CLUJA",True,"Competitor offered more data"
"6034-ZRYCV",True,"Competitor offered more data"
"2079-FBMZK",True,"Competitor made better offer"
"6608-QQLVK",True,"Competitor made better offer"
"3551-HUAZH",True,"Price too high"
"6302-JGYRJ",True,"Product dissatisfaction"
"3685-YLCMQ",True,"Service dissatisfaction"
"8634-MPHTR",True,"Lack of self-service on Website"
"8761-NSOBC",True,"Network reliability"
"8413-VONUO",True,"Limited range of services"
"9223-UCPVT",True,"Lack of affordable download/upload speed"
"4351-QLCSU",True,"Long distance charges"
"5419-JPRRN",True,"Extra data charges"
"2100-BDNSN",True,"Price too high"
"0488-GSLFR",True,"Product dissatisfaction"
"9318-NKNFC",True,"Service dissatisfaction"
"9728-FTTVZ",True,"Lack of self-service on Website"
"7254-IQWOZ",True,"Network reliability"
"2474-BRUCM",True,"Don't know"
"0742-NXBGR",True,"Competitor had better devices"
"6110-OHIHY",True,"Competitor offered higher download speeds"
"5889-LFOLL",True,"Competitor offered more data"
"5708-EVONK",True,"Don't know"
"8708-XPXHZ",True,"Competitor had better devices"
"0616-ATFGB",True,"Competitor had better devices"
"7016-BPGEU",True,"Competitor offered higher download speeds"
"6876-ADESB",True,"Competitor offered higher download speeds"
"1963-SVUCV",True,"Competitor offered higher download speeds"
"0220-EBGCE",True,"Competitor offered more data"
"2754-VDLTR",True,"Competitor offered more data"
"3190-XFANI",True,"Competitor offered more data"
"7551-DACSP",True,"Competitor made better offer"
"7235-NXZCP",True,"Competitor made better offer"
"0520-FDVVT",True,"Price too high"
"1444-VVSGW",True,"Product dissatisfaction"
"5712-PTIWW",True,"Service dissatisfaction"
"3315-TOTBP",True,"Lack of self-service on Website"
"6661-HBGWL",True,"Network reliability"
"1518-VOWAV",True,"Limited range of services"
"5909-ECHUI",True,"Lack of affordable download/upload speed"
"1309-BXVOQ",True,"Long distance charges"
"9317-WZPGV",True,"Extra data charges"
"2856-HYAPG",True,"Price too high"
"4488-PSYCG",True,"Product dissatisfaction"
"3621-CEOVK",True,"Service dissatisfaction"
"6906-ANDWJ",True,"Lack of self-service on Website"
"1031-IIDEO",True,"Network reliability"
"5832-XKAES",True,"Don't know"
"4701-AHWMW",True,"Attitude of service provider"
"9210-IAHGH",True,"Attitude of support person"
"0023-XUOPT",True,"Don't know"
"4592-IWTJI",True,"Attitude of support person"
"7632-MNYOY",True,"Attitude of service provider"
"6518-LGAOV",True,"Attitude of service provider"
"7242-QZLXF",True,"Attitude of service provider"
"4576-CSAJH",True,"Attitude of support person"
"1000-AJSLD",True,"Competitor made better offer"
"1062-LHZOD",True,"Moved"
"9600-NAXZN",True,"Moved"
"6457-USBER",True,"Moved"
"4662-EKDPQ",True,"Competitor had better devices"
"9248-OJYKK",True,"Competitor offered higher download speeds"
"3398-FSHON",True,"Competitor offered more data"
"3319-DWOEP",True,"Competitor made better offer"
"9259-PACGQ",True,"Competitor had better devices"
"4415-IJZTP",True,"Competitor had better devices"
"1465-VINDH",True,"Competitor offered higher download speeds"
"2810-FTLEM",True,"Competitor offered higher download speeds"
"1925-TIBLE",True,"Competitor offered higher download speeds"
