"customer_id","tenure_months","contract","paperless_billing","payment_method","monthly_charges","total_charges","cltv"
"0137-UDEUO",3,"Month-to-month",False,"Mailed check","19.85","63.75",3398
"6161-UUUTA",3,"Month-to-month",True,"Electronic check","79.90","260.90",4367
"6543-XRMYR",30,"Month-to-month",True,"Electronic check","99.70","2967.35",3548
"4925-LMHOK",15,"Month-to-month",True,"Credit card (automatic)","58.60","939.70",2003
"1455-UGQVH",10,"Month-to-month",True,"Electronic check","98.50","1037.75",4501
"8280-MQRQN",1,"Month-to-month",True,"Mailed check","50.45","50.45",2806
"2037-SGXHH",38,"Month-to-month",True,"Electronic check","94.65","3624.30",3498
"3178-FESZO",1,"Month-to-month",True,"Credit card (automatic)","100.25","100.25",5797
"6087-MVHJH",16,"Month-to-month",True,"Electronic check","88.45","1422.10",5186
"4603-JANFB",1,"Month-to-month",True,"Electronic check","69.85","69.85",4548
"3018-TFTSU",12,"Month-to-month",False,"Bank transfer (automatic)","81.70","858.60",2850
"4806-KEXQR",4,"Month-to-month",True,"Electronic check","79.90","324.30",4669
"7083-YNSKY",15,"Month-to-month",True,"Credit card (automatic)","25.40","399.60",2853
"2479-BRAMR",41,"Month-to-month",True,"Bank transfer (automatic)","83.75","3273.55",4995
"7434-SHXLS",1,"Month-to-month",False,"Mailed check","20.90","20.90",5421
"7908-QCBCA",1,"Month-to-month",True,"Mailed check","69.40","69.40",2404
"6686-YPGHK",47,"Month-to-month",False,"Mailed check","85.50","4042.30",3645
"6711-FLDFB",7,"Month-to-month",True,"Electronic check","74.90","541.15",5159
"3714-JTVOV",42,"Month-to-month",True,"Credit card (automatic)","74.15","3229.40",2322
"4702-IOQDC",1,"Month-to-month",True,"Electronic check","70.10","70.10",2007
"6178-KFNHS",12,"Month-to-month",True,"Electronic check","78.30","909.25",3545
"1264-BYWMS",55,"Month-to-month",True,"Electronic check","96.80","5283.95",4089
"9658-WYUFB",17,"Month-to-month",True,"Electronic check","94.40","1617.50",2825
"2013-SGDXK",1,"Month-to-month",False,"Electronic check","84.30","84.30",2172
"8580-QVLOC",72,"Two year",False,"Credit card (automatic)","92.45","6440.25",5697
"2012-NWRPA",11,"Month-to-month",True,"Electronic check","99.55","1131.20",3172
"8808-ELEHO",8,"Month-to-month",True,"Electronic check","81.25","585.95",3812
"3506-LCJDC",1,"Month-to-month",False,"Bank transfer (automatic)","19.95","19.95",4860
"3934-HXCFZ",23,"Month-to-month",True,"Electronic check","99.25","2186.40",5338
"7666-WKRON",39,"Two year",True,"Electronic check","80.45","3201.55",2224
"4910-AQFFX",9,"Month-to-month",True,"Bank transfer (automatic)","79.35","661.25",4533
"2154-KVJFF",15,"Month-to-month",True,"Electronic check","79.75","1111.85",2813
"9647-ERGBE",30,"Month-to-month",True,"Electronic check","100.05","3046.15",4664
"3428-XZMAZ",1,"Month-to-month",True,"Electronic check","69.35","69.35",5796
"0378-TOVMS",3,"Month-to-month",False,"Electronic check","85.80","272.20",5641
"4355-HBJHH",67,"Two year",True,"Electronic check","79.70","5293.40",6289
"9058-CBREO",1,"Month-to-month",False,"Mailed check","50.55","50.55",3357
"0318-QUUOB",1,"Month-to-month",True,"Electronic check","80.55","80.55",4273
"5520-FVEWJ",12,"Month-to-month",True,"Electronic check","84.50","916.90",4154
"5572-ZDXHY",22,"Month-to-month",True,"Mailed check","84.30","1855.65",5313
"3750-CKVKH",2,"Month-to-month",True,"Electronic check","67.75","116.65",2299
"8063-GBATB",27,"Month-to-month",True,"Electronic check","85.25","2287.25",5172
"4547-KQRTM",10,"Month-to-month",True,"Bank transfer (automatic)","80.05","830.70",3740
"4877-EVATK",1,"Month-to-month",False,"Mailed check","20.00","20.00",3657
"7639-SUPCW",22,"Month-to-month",True,"Credit card (automatic)","48.80","1054.60",2270
"1069-XAIEM",1,"Month-to-month",True,"Electronic check","85.05","85.05",2975
"4658-HCOHW",21,"Month-to-month",True,"Electronic check","102.80","2110.15",3123
"3440-JPSCL",6,"Month-to-month",True,"Mailed check","99.95","547.65",3722
"2889-FPWRM",72,"One year",True,"Bank transfer (automatic)","117.80","8684.80",4432
"6987-XQSJT",54,"Month-to-month",True,"Electronic check","79.50","4370.25",5684
"4290-BSXUX",3,"Month-to-month",True,"Bank transfer (automatic)","79.65","251.75",5036
"0325-XBFAC",8,"Month-to-month",True,"Electronic check","94.70","740.30",5811
"2462-XIIJB",5,"Month-to-month",True,"Electronic check","92.50","452.70",2810
"4760-XOHVN",1,"Month-to-month",False,"Mailed check","19.45","19.45",2865
"7817-BOQPW",2,"Month-to-month",True,"Electronic check","75.55","166.30",4320
"1853-UDXBW",1,"Month-to-month",True,"Electronic check","70.00","70.00",2485
"5458-CQJTA",65,"Two year",True,"Bank transfer (automatic)","74.80","4820.15",5207
"5219-YIPTK",33,"Month-to-month",True,"Electronic check","104.40","3409.60",3185
"3540-RZJYU",15,"Month-to-month",False,"Electronic check","86.20","1270.20",5829
"2091-MJTFX",30,"Month-to-month",False,"Credit card (automatic)","51.20","1561.50",4568
"0883-EIBTI",2,"Month-to-month",False,"Mailed check","19.50","31.55",2484
"0722-TROQR",4,"Month-to-month",True,"Electronic check","74.90","321.75",2122
"7571-YXDAD",2,"Month-to-month",False,"Credit card (automatic)","74.90","147.15",2078
"3393-FMZPV",25,"Month-to-month",True,"Electronic check","100.25","2387.75",2195
"6402-ZFPPI",25,"Month-to-month",True,"Mailed check","102.80","2660.20",4969
"7486-KSRVI",43,"One year",True,"Electronic check","100.00","4211.55",4760
"8443-WVPSS",10,"Month-to-month",True,"Electronic check","99.85","990.90",4243
"3006-XIMLN",2,"Month-to-month",True,"Bank transfer (automatic)","94.20","193.80",5299
"9965-YOKZB",9,"Month-to-month",True,"Electronic check","83.85","790.15",3723
"0504-HHAPI",27,"Month-to-month",False,"Credit card (automatic)","88.30","2467.75",2420
"6305-YLBMM",69,"One year",True,"Bank transfer (automatic)","104.05","7262.00",4254
"3647-GMGDH",22,"Month-to-month",True,"Credit card (automatic)","94.70","1914.90",5615
"3791-LGQCY",56,"Month-to-month",True,"Bank transfer (automatic)","100.65","5688.05",4803
"8166-ZZTFS",66,"Two year",True,"Bank transfer (automatic)","80.55","5265.10",4400
"2956-GGUCQ",24,"Month-to-month",True,"Electronic check","78.85","1772.25",3079
"6595-COKXZ",1,"Month-to-month",True,"Mailed check","44.45","44.45",4879
"0362-ZBZWJ",36,"Month-to-month",True,"Electronic check","84.90","3067.20",2455
"4211-MMAZN",1,"Month-to-month",False,"Mailed check","20.25","20.25",2959
"4274-OWWYO",1,"Month-to-month",True,"Electronic check","74.35","74.35",5633
"1541-ETJZO",1,"Month-to-month",False,"Mailed check","62.05","62.05",2937
"4106-HADHQ",39,"One year",False,"Credit card (automatic)","80.00","3182.95",2704
"2369-UAPKZ",5,"Month-to-month",False,"Mailed check","104.10","541.90",3131
"2778-OCLGR",24,"Month-to-month",False,"Bank transfer (automatic)","39.10","971.30",4591
"0637-KVDLV",2,"Month-to-month",True,"Electronic check","76.50","162.45",5944
"6633-MPWBS",5,"Month-to-month",True,"Electronic check","49.20","216.90",4336
"8785-EPNCG",11,"Month-to-month",False,"Credit card (automatic)","23.15","245.20",5671
"5729-KLZAR",4,"Month-to-month",False,"Electronic check","80.85","302.75",2961
"1582-RAFML",1,"Month-to-month",False,"Mailed check","60.10","60.10",5654
"8740-CRYFY",1,"Month-to-month",True,"Electronic check","78.95","78.95",2038
"2962-XPMCQ",2,"Month-to-month",True,"Electronic check","45.15","98.50",2699
"1678-FYZOW",3,"Month-to-month",True,"Electronic check","79.40","244.65",2448
"8627-EHGIP",44,"One year",True,"Mailed check","53.95","2375.40",3051
"5480-TBGPH",24,"Month-to-month",True,"Credit card (automatic)","99.30","2431.35",4811
"8854-CCVSQ",18,"Month-to-month",True,"Electronic check","80.65","1451.90",3788
"0511-JTEOY",1,"Month-to-month",False,"Mailed check","71.10","71.10",5824
"7067-KSAZT",65,"One year",True,"Electronic check","106.25","6979.80",5965
"6532-YLWSI",53,"One year",False,"Bank transfer (automatic)","20.80","1021.80",4166
"9300-AGZNL",1,"Month-to-month",True,"Electronic check","94.00","94.00",4176
"1112-CUNAO",15,"Month-to-month",False,"Electronic check","89.85","1424.95",2668
"5175-AOBHI",4,"Month-to-month",True,"Mailed check","46.00","193.60",5246
"5174-RNGBH",9,"Month-to-month",False,"Mailed check","66.25","620.55",5515
"7270-BDIOA",22,"Month-to-month",True,"Electronic check","90.00","1993.80",4739
"9565-JSNFM",38,"One year",True,"Bank transfer (automatic)","70.45","2597.60",5437
"0607-DAAHE",53,"Two year",False,"Bank transfer (automatic)","19.75","1052.35",6265
"9732-KPKBW",1,"Month-to-month",True,"Electronic check","53.95","53.95",2771
"3389-YGYAI",8,"Month-to-month",True,"Electronic check","105.50","829.55",5546
"9560-ARGQJ",16,"Month-to-month",True,"Electronic check","81.00","1312.15",2335
"5134-IKDAY",1,"Month-to-month",True,"Electronic check","69.80","69.80",2123
"3070-DVEYC",7,"Month-to-month",False,"Mailed check","73.75","545.15",5638
"5707-ORNDZ",9,"Month-to-month",False,"Electronic check","54.55","494.05",4656
"8696-JKZNU",37,"Month-to-month",True,"Electronic check","76.25","2841.55",5859
"5380-AFSSK",5,"Month-to-month",True,"Mailed check","93.90","486.85",5435
"2055-PDADH",3,"Month-to-month",True,"Electronic check","70.40","204.70",2491
"8714-EUHJO",31,"Month-to-month",True,"Electronic check","91.15","2995.45",5219
"3721-CNEYS",2,"Month-to-month",True,"Electronic check","70.95","137.95",5390
"2568-OIADY",37,"Month-to-month",True,"Electronic check","99.50","3762.00",4233
"1193-RTSLK",38,"Month-to-month",True,"Credit card (automatic)","83.90","3233.60",2157
"2302-ANTDP",48,"Month-to-month",False,"Electronic check","117.45","5438.90",5915
"5923-GXUOC",10,"Month-to-month",True,"Electronic check","104.40","1081.45",5035
"5233-GEEAX",8,"Month-to-month",True,"Electronic check","29.40","221.90",5971
"4432-ADRLB",2,"Month-to-month",False,"Mailed check","44.65","74.90",4655
"8993-PHFWD",3,"Month-to-month",False,"Electronic check","25.25","58.90",2088
"1565-RHDJD",4,"Month-to-month",False,"Bank transfer (automatic)","84.05","333.55",5552
"7137-RYLPP",37,"Month-to-month",True,"Electronic check","85.70","3171.15",4712
"3765-JXVKY",1,"Month-to-month",True,"Electronic check","74.70","74.70",4692
"7330-WZLNC",5,"Month-to-month",True,"Electronic check","90.80","455.50",5090
"3957-LXOLK",28,"Month-to-month",True,"Electronic check","106.15","3152.50",5030
"6635-MYYYZ",30,"One year",False,"Bank transfer (automatic)","85.35","2530.40",2313
"5281-BUZGT",36,"Month-to-month",True,"Electronic check","90.85","3186.70",5692
"5378-IKEEG",1,"Month-to-month",True,"Electronic check","35.75","35.75",3351
"2718-GAXQD",4,"Month-to-month",False,"Electronic check","46.00","181.60",4797
"6413-XKKPU",17,"Month-to-month",True,"Electronic check","89.40","1539.45",2544
"1449-XQEMT",3,"Month-to-month",True,"Mailed check","19.80","58.15",4323
"2626-URJFX",4,"Month-to-month",True,"Electronic check","50.90","225.60",5691
"2612-RRIDN",4,"Month-to-month",True,"Electronic check","81.00","340.85",3591
"4735-ASGMA",26,"Month-to-month",True,"Electronic check","98.35","2515.30",4997
"3669-LVWZB",5,"Month-to-month",True,"Mailed check","51.00","305.95",4630
"6892-EZDTG",4,"Month-to-month",True,"Electronic check","91.65","365.40",2140
"9725-SCPZG",1,"Month-to-month",True,"Electronic check","90.85","90.85",5086
"5884-GCYMI",1,"Month-to-month",False,"Mailed check","69.40","69.40",2847
"3217-FZDMN",8,"Month-to-month",True,"Credit card (automatic)","94.45","742.95",3676
"7853-GVUDZ",1,"Month-to-month",True,"Credit card (automatic)","20.15","20.15",4277
"7480-QNVZJ",50,"Month-to-month",True,"Electronic check","95.70","4816.70",4287
"3943-KDREE",26,"Month-to-month",True,"Bank transfer (automatic)","74.95","1834.95",2934
"9239-ZBZZV",6,"Month-to-month",True,"Electronic check","47.95","305.10",2240
"4398-HSCJH",3,"Month-to-month",True,"Electronic check","63.60","155.65",3155
"4430-UZIPO",3,"Month-to-month",True,"Mailed check","36.85","108.70",5825
"4855-SNKMY",1,"Month-to-month",True,"Electronic check","44.10","44.10",5955
"8008-HAWED",14,"Month-to-month",True,"Electronic check","50.75","712.75",4883
"7124-UGSUR",61,"One year",True,"Credit card (automatic)","104.40","6405.00",4412
"1862-SKORY",40,"Month-to-month",True,"Electronic check","39.30","1637.40",2296
"1502-XFCVR",58,"One year",True,"Electronic check","106.45","6145.85",5902
"9692-TUSXH",18,"Month-to-month",True,"Electronic check","96.05","1740.70",5581
"7912-SYRQT",7,"Month-to-month",True,"Bank transfer (automatic)","75.10","552.95",5514
"4816-JBHOV",2,"Month-to-month",True,"Electronic check","44.70","93.70",4618
"8292-TYSPY",19,"Month-to-month",True,"Credit card (automatic)","55.00","1046.50",4539
"7623-TRNQN",1,"Month-to-month",True,"Mailed check","49.90","49.90",3113
"1867-BDVFH",11,"Month-to-month",True,"Electronic check","74.35","834.20",5075
"2359-QWQUL",39,"One year",True,"Credit card (automatic)","104.70","4134.85",2371
"9103-TCIHJ",15,"Month-to-month",True,"Mailed check","55.70","899.80",4519
"4140-WJAWW",5,"Month-to-month",False,"Credit card (automatic)","19.85","108.05",3799
"6653-CBBOM",1,"Month-to-month",True,"Electronic check","70.30","70.30",5963
"3247-ZVOUO",10,"Month-to-month",False,"Electronic check","85.55","851.75",3336
"6101-IMRMM",6,"Month-to-month",False,"Mailed check","94.50","575.45",3469
"1268-ASBGA",16,"Month-to-month",True,"Credit card (automatic)","85.35","1375.15",5769
"8943-URTMR",2,"Month-to-month",True,"Mailed check","79.65","152.70",5082
"4713-LZDRV",2,"Month-to-month",True,"Electronic check","79.60","195.05",4322
"4325-NFSKC",19,"Month-to-month",True,"Electronic check","90.60","1660.00",2373
"2955-PSXOE",1,"Month-to-month",True,"Bank transfer (automatic)","20.20","20.20",3061
"7762-URZQH",66,"Two year",True,"Credit card (automatic)","106.05","6981.35",5602
"6907-NZZIJ",36,"Month-to-month",True,"Electronic check","99.15","3615.60",4188
"2911-UREFD",39,"Month-to-month",False,"Electronic check","55.90","2184.35",5632
"3744-ZRRDZ",21,"Month-to-month",True,"Electronic check","82.35","1852.85",2902
"5673-TIYIB",2,"Month-to-month",True,"Credit card (automatic)","40.40","77.15",3620
"1602-IJQQE",4,"Month-to-month",False,"Electronic check","75.35","338.10",2220
"4628-WQCQQ",35,"One year",True,"Electronic check","85.15","3030.60",5928
"1644-IRKSF",33,"One year",True,"Electronic check","93.80","3124.50",5080
"3705-PSNGL",45,"One year",True,"Electronic check","20.40","930.45",5398
"6502-HCJTI",7,"Month-to-month",True,"Credit card (automatic)","94.70","673.10",3591
"2606-RMDHZ",6,"Month-to-month",True,"Credit card (automatic)","30.50","208.70",4667
"8258-GSTJK",3,"Month-to-month",True,"Electronic check","77.00","237.75",3128
"6861-OKBCE",11,"Month-to-month",False,"Credit card (automatic)","20.10","221.35",4500
"9940-RHLFB",1,"Month-to-month",False,"Electronic check","75.30","75.30",2176
"2995-UPRYS",40,"One year",True,"Credit card (automatic)","99.20","4062.20",5098
"1383-EZRWL",7,"Month-to-month",False,"Mailed check","20.05","164.85",5595
"4759-TRPLW",1,"Month-to-month",False,"Electronic check","70.40","70.40",4238
"8563-IIOXK",7,"One year",True,"Electronic check","49.75","331.30",5651
"8020-BWHYL",15,"Month-to-month",True,"Credit card (automatic)","75.30","1147.45",4526
"2982-VPSGI",11,"Month-to-month",True,"Electronic check","94.00","1078.90",2120
"8199-ZLLSA",67,"One year",True,"Bank transfer (automatic)","118.35","7804.15",6255
"4625-EWPTF",8,"Month-to-month",True,"Electronic check","30.45","226.45",4549
"5980-NOPLP",44,"Month-to-month",True,"Electronic check","96.10","4364.10",5606
"6892-XPFPU",24,"Month-to-month",True,"Electronic check","104.25","2433.90",2104
"8010-EZLOU",15,"Month-to-month",True,"Electronic check","80.20","1217.25",4958
"9874-QLCLH",17,"Month-to-month",True,"Electronic check","104.20","1743.50",2365
"8062-YBDOE",1,"Month-to-month",True,"Electronic check","69.65","69.65",5844
"6000-APYLU",9,"Month-to-month",True,"Electronic check","80.80","713.10",3890
"0947-IDHRQ",7,"Month-to-month",True,"Mailed check","80.30","526.70",3949
"3672-YITQD",36,"Month-to-month",True,"Electronic check","84.10","3021.60",2987
"9048-JVYVF",3,"Month-to-month",True,"Electronic check","69.35","191.35",3520
"8988-ECPJR",34,"Month-to-month",True,"Mailed check","79.60","2718.30",3980
"3776-EKTKM",1,"Month-to-month",True,"Electronic check","36.45","36.45",5303
"1902-XBTFB",22,"Month-to-month",True,"Electronic check","89.40","2001.50",5438
"0643-OKLRP",47,"Month-to-month",False,"Electronic check","80.35","3825.85",5915
"9381-NDKME",24,"Month-to-month",True,"Credit card (automatic)","40.65","933.30",3843
"2794-XIMMO",53,"One year",True,"Electronic check","60.45","3184.25",5650
"8382-SHQEH",8,"Month-to-month",True,"Electronic check","84.90","764.95",2656
"2983-ZANRP",2,"Month-to-month",True,"Bank transfer (automatic)","73.55","145.40",5799
"7845-URHJN",8,"Month-to-month",False,"Bank transfer (automatic)","20.15","156.25",4785
"3034-ZBEQN",48,"One year",False,"Mailed check","34.70","1604.50",5995
"8327-LZKAS",43,"One year",True,"Electronic check","107.55","4533.90",4423
"3714-NTNFO",49,"Month-to-month",True,"Electronic check","84.50","3906.70",6434
"1075-BGWOH",16,"Month-to-month",True,"Electronic check","98.75","1587.55",3392
"0302-JOIVN",8,"Month-to-month",False,"Electronic check","101.15","842.90",2750
"5366-IJEQJ",20,"Month-to-month",True,"Electronic check","88.70","1761.45",4115
"1981-INRFU",2,"Month-to-month",True,"Electronic check","79.75","164.50",5172
"4971-PUYQO",27,"Month-to-month",True,"Mailed check","94.55","2724.60",4464
"8485-GJCDN",5,"Month-to-month",True,"Mailed check","69.05","318.50",3368
"1527-SXDPN",52,"Two year",True,"Bank transfer (automatic)","96.25","4990.25",4751
"6029-WTIPC",37,"Month-to-month",True,"Electronic check","101.10","3744.05",4424
"8634-CILSZ",69,"One year",True,"Bank transfer (automatic)","104.70","7220.35",6350
"6682-QJDGB",40,"Month-to-month",True,"Mailed check","55.25","2139.20",2810
"8780-IXSTS",6,"Month-to-month",True,"Electronic check","90.10","521.30",5656
"9530-EHPOH",11,"Month-to-month",False,"Electronic check","53.75","608.00",3407
"0345-HKJVM",6,"Month-to-month",False,"Electronic check","89.30","577.60",5800
"3049-SOLAY",3,"Month-to-month",True,"Electronic check","95.20","292.85",4176
"3317-HRTNN",5,"Month-to-month",False,"Electronic check","45.70","198.00",3561
"3235-ETOOB",8,"Month-to-month",True,"Electronic check","74.50","609.90",3683
"8058-INTPH",1,"Month-to-month",True,"Electronic check","79.65","79.65",2119
"5569-OUICF",28,"Month-to-month",True,"Credit card (automatic)","101.30","2812.20",4994
"8821-XNHVZ",1,"Month-to-month",True,"Mailed check","80.05","80.05",2943
"2082-OJVTK",29,"Month-to-month",True,"Electronic check","89.20","2698.35",5292
"5940-NFXKV",19,"Month-to-month",True,"Electronic check","83.65","1465.75",3427
"8053-WWDRO",6,"Month-to-month",False,"Bank transfer (automatic)","19.50","146.30",5579
"9564-KCLHR",1,"Month-to-month",False,"Mailed check","51.25","51.25",2180
"2082-CEFLT",1,"Month-to-month",True,"Electronic check","45.60","45.60",3037
"1213-NGCUN",6,"Month-to-month",True,"Bank transfer (automatic)","49.65","267.35",4248
"5688-KZTSN",15,"Month-to-month",True,"Electronic check","20.00","288.05",4672
"2894-QOJRX",25,"Month-to-month",True,"Bank transfer (automatic)","34.00","853.00",5024
"5747-PMBSQ",10,"Month-to-month",True,"Mailed check","92.50","934.10",2415
"3143-JQEGI",13,"Month-to-month",False,"Electronic check","88.35","1222.80",3740
"6386-SZZKH",49,"Two year",True,"Bank transfer (automatic)","107.95","5293.20",5785
"2982-IHMFT",1,"Month-to-month",True,"Mailed check","74.45","74.45",4291
"3521-SYVOR",37,"Month-to-month",True,"Electronic check","64.75","2345.20",5554
"9526-JAWYF",26,"Month-to-month",False,"Electronic check","89.80","2335.30",3452
"5649-VUKMC",12,"One year",False,"Mailed check","95.50","1115.15",3538
"5143-EGQFK",10,"Month-to-month",True,"Electronic check","29.65","291.40",5702
"4919-IKATY",5,"Month-to-month",True,"Electronic check","84.50","453.75",5141
"9050-QLROH",18,"Month-to-month",True,"Credit card (automatic)","90.70","1597.25",2931
"6168-WFVVF",3,"Month-to-month",True,"Electronic check","70.30","235.50",5165
"0877-SDMBN",54,"One year",True,"Bank transfer (automatic)","103.95","5639.05",6117
"8065-YKXKD",10,"Month-to-month",True,"Electronic check","74.75","799.65",5578
"9637-EIHEQ",1,"Month-to-month",True,"Electronic check","50.80","50.80",4535
"9689-PTNPG",2,"Month-to-month",True,"Electronic check","80.25","144.55",5055
"9465-RWMXL",32,"Month-to-month",True,"Electronic check","78.90","2447.95",5949
"2362-IBOOY",36,"Month-to-month",True,"Electronic check","84.75","3050.15",5272
"0843-WTBXE",53,"Month-to-month",False,"Bank transfer (automatic)","85.45","4517.25",4753
"5515-IDEJJ",1,"Month-to-month",False,"Mailed check","19.90","19.90",5441
"7450-NWRTR",12,"Month-to-month",True,"Electronic check","99.45","1200.15",2819
"5376-DEQCP",1,"Month-to-month",True,"Electronic check","70.60","70.60",4063
"9095-HFAFX",5,"Month-to-month",True,"Credit card (automatic)","81.00","389.60",3718
"2379-ENZGV",6,"Month-to-month",True,"Electronic check","84.85","523.50",3420
"6005-OBZPH",26,"Month-to-month",True,"Electronic check","89.15","2277.65",4074
"7932-WPTDS",1,"Month-to-month",True,"Electronic check","24.80","24.80",5377
"2722-VOJQL",64,"One year",True,"Credit card (automatic)","105.65","6903.10",4870
"5228-EXCET",13,"Month-to-month",True,"Electronic check","80.85","1008.70",5964
"7394-FKDNK",9,"Month-to-month",False,"Electronic check","89.45","853.10",4971
"6331-LWDTQ",10,"Month-to-month",True,"Credit card (automatic)","72.15","794.25",2457
"1597-FZREH",2,"Month-to-month",False,"Electronic check","76.40","160.80",3005
"7000-WCEVQ",20,"Month-to-month",True,"Mailed check","61.60","1174.35",3866
"0727-IWKVK",9,"Month-to-month",True,"Electronic check","79.90","741.70",4748
"5959-BELXA",32,"Month-to-month",True,"Credit card (automatic)","96.15","3019.25",2246
"3512-IZIKN",70,"Two year",False,"Credit card (automatic)","65.30","4759.75",5591
"6141-OOXUQ",1,"Month-to-month",False,"Mailed check","19.65","19.65",5717
"7503-ZGUZJ",1,"Month-to-month",True,"Mailed check","84.65","84.65",4261
"2506-TNFCO",1,"Month-to-month",True,"Electronic check","69.55","69.55",5948
"8718-PTMEZ",13,"Month-to-month",True,"Electronic check","31.05","347.25",5131
"2207-OBZNX",7,"Month-to-month",True,"Mailed check","51.00","354.05",3736
"6142-VSJQO",1,"Month-to-month",True,"Bank transfer (automatic)","44.35","44.35",4599
"6437-UKHMV",7,"Month-to-month",True,"Electronic check","79.70","586.05",3109
"1114-CENIM",54,"Month-to-month",True,"Credit card (automatic)","55.00","3092.65",5282
"6060-DRTNL",5,"Month-to-month",True,"Mailed check","84.85","415.55",3305
"8473-VUVJN",1,"Month-to-month",True,"Electronic check","73.65","73.65",5443
"6289-CPNLD",33,"One year",True,"Mailed check","73.90","2405.05",5374
"5536-SLHPM",55,"Month-to-month",True,"Electronic check","77.75","4458.15",4398
"0196-VULGZ",6,"Month-to-month",True,"Electronic check","84.35","474.90",5721
"8837-VVWLQ",8,"Month-to-month",False,"Electronic check","84.95","668.40",4437
"2696-NARTR",11,"Month-to-month",True,"Electronic check","73.85","926.25",3634
"7614-QVWQL",49,"One year",True,"Bank transfer (automatic)","51.80","2541.25",5375
"1976-CFOCS",1,"Month-to-month",False,"Electronic check","46.00","46.00",4531
"4631-OACRM",15,"Month-to-month",True,"Electronic check","79.40","1156.10",3621
"3755-JBMNH",16,"Month-to-month",True,"Bank transfer (automatic)","71.80","1167.80",3327
"6345-ULYRW",44,"One year",False,"Mailed check","88.40","3912.90",2674
"1809-DMJHQ",5,"Month-to-month",False,"Mailed check","46.00","221.70",4846
"6923-EFPNL",4,"Month-to-month",False,"Credit card (automatic)","51.75","201.10",3865
"9574-RKJIF",30,"Month-to-month",True,"Electronic check","94.40","2838.70",2792
"2619-WFQWU",1,"Month-to-month",True,"Mailed check","70.15","70.15",3208
"0778-NELLA",9,"Month-to-month",True,"Credit card (automatic)","34.70","296.10",5352
"4614-NUVZD",1,"Month-to-month",True,"Electronic check","81.10","81.10",2075
"3803-KMQFW",1,"Month-to-month",False,"Mailed check","20.55","20.55",3797
"6804-GDMOI",61,"Two year",True,"Electronic check","106.60","6428.40",4183
"9572-MTILT",59,"Month-to-month",True,"Electronic check","106.75","6252.90",4508
"9611-CTWIH",3,"Month-to-month",True,"Electronic check","89.45","240.45",3591
"0329-GTIAJ",3,"Month-to-month",True,"Electronic check","97.90","315.30",4330
"6629-CZTTH",1,"Month-to-month",True,"Mailed check","55.70","55.70",4629
"5364-EVNIB",13,"Month-to-month",True,"Electronic check","79.80","973.45",5067
"5087-SUURX",18,"Month-to-month",True,"Electronic check","39.05","669.85",2601
"0013-EXCHZ",3,"Month-to-month",True,"Mailed check","83.90","267.40",3464
"5550-VFRLC",1,"Month-to-month",True,"Electronic check","69.85","69.85",5056
"4929-BSTRX",1,"Month-to-month",True,"Mailed check","53.55","53.55",2326
"2225-ZRGSG",70,"Two year",False,"Bank transfer (automatic)","93.90","6579.05",6173
"5271-YNWVR",68,"Two year",True,"Electronic check","113.15","7856.00",4610
"2657-ALMWY",26,"Month-to-month",False,"Electronic check","84.95","2169.75",4316
"6330-JKLPC",11,"Month-to-month",True,"Bank transfer (automatic)","80.50","896.90",5119
"4667-OHGKG",1,"Month-to-month",True,"Mailed check","19.30","19.30",4266
"1660-HSOOQ",1,"Month-to-month",True,"Mailed check","49.65","49.65",5338
"7253-UVNDW",46,"Two year",False,"Credit card (automatic)","54.35","2460.15",2793
"7228-OMTPN",4,"Month-to-month",True,"Electronic check","88.45","370.65",2456
"6284-AHOOQ",22,"Month-to-month",True,"Bank transfer (automatic)","90.50","1910.60",5014
"2344-JMOGN",9,"Month-to-month",True,"Mailed check","94.85","890.60",3016
"3799-ISUZQ",7,"Month-to-month",True,"Bank transfer (automatic)","69.95","529.50",3296
"1794-HBQTJ",1,"Month-to-month",True,"Credit card (automatic)","48.60","48.60",4207
"2460-FPSYH",40,"Month-to-month",True,"Electronic check","55.80","2109.35",4272
"4818-DRBQT",29,"Month-to-month",True,"Bank transfer (automatic)","80.15","2265.25",5189
"1320-HTRDR",3,"Month-to-month",True,"Electronic check","75.50","220.60",5948
"1493-AMTIE",1,"Month-to-month",True,"Bank transfer (automatic)","20.20","20.20",5394
"6424-ELEYH",3,"Month-to-month",True,"Credit card (automatic)","74.75","229.50",3972
"4391-RESHN",23,"Month-to-month",True,"Mailed check","104.05","2470.10",5963
"6821-BUXUX",13,"Month-to-month",True,"Electronic check","96.65","1244.50",2110
"5028-HTLJB",1,"Month-to-month",False,"Mailed check","20.05","20.05",3491
"9801-GDWGV",39,"Month-to-month",True,"Electronic check","103.45","3994.45",4811
"2320-JRSDE",1,"Month-to-month",True,"Electronic check","19.90","19.90",4633
"0601-WZHJF",14,"Month-to-month",False,"Electronic check","46.35","667.70",5360
"5143-WMWOG",1,"Month-to-month",False,"Electronic check","19.95","19.95",2051
"5393-RXQSZ",1,"Month-to-month",False,"Electronic check","79.60","79.60",2199
"0231-LXVAP",1,"Month-to-month",True,"Electronic check","75.90","75.90",3389
"9444-JTXHZ",1,"Month-to-month",False,"Electronic check","76.20","76.20",5973
"5510-BOIUJ",1,"Month-to-month",False,"Mailed check","19.25","19.25",5437
